Index,Composition,Phases present,Hardness (HVN),IM,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Ge,Hf,Li,Mg,Mn,Mo,N,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr
989,CoCrFeNb0.155Ni,FCC+Sec.,,1,0,0,0,0,0,0.241,0.241,0,0.241,0,0,0,0,0,0,0,0,0.037,0,0.241,0,0,0,0,0,0,0,0,0,0,0,0
990,CoCrFeNb0.206Ni,FCC+Sec.,,1,0,0,0,0,0,0.238,0.238,0,0.238,0,0,0,0,0,0,0,0,0.049,0,0.238,0,0,0,0,0,0,0,0,0,0,0,0
991,CoCrFeNb0.309Ni,FCC+Sec.,,1,0,0,0,0,0,0.232,0.232,0,0.232,0,0,0,0,0,0,0,0,0.072,0,0.232,0,0,0,0,0,0,0,0,0,0,0,0
992,CoCrFeNb0.412Ni,FCC+Sec.,,1,0,0,0,0,0,0.227,0.227,0,0.227,0,0,0,0,0,0,0,0,0.093,0,0.227,0,0,0,0,0,0,0,0,0,0,0,0
993,CoCrFeNi,FCC,,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
994,Al0.25CoCrFeNi,FCC,110,0,0,0.059,0,0,0,0.235,0.235,0,0.235,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0,0,0,0,0,0,0,0,0
995,Al0.375CoCrFeNi,FCC,131,0,0,0.086,0,0,0,0.229,0.229,0,0.229,0,0,0,0,0,0,0,0,0,0,0.229,0,0,0,0,0,0,0,0,0,0,0,0
996,Al0.5CoCrFeNi,FCC+BCC,159,0,0,0.111,0,0,0,0.222,0.222,0,0.222,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0
997,Al0.75CoCrFeNi,FCC+BCC,388,0,0,0.158,0,0,0,0.211,0.211,0,0.211,0,0,0,0,0,0,0,0,0,0,0.211,0,0,0,0,0,0,0,0,0,0,0,0
998,Al0.875CoCrFeNi,BCC,538,0,0,0.179,0,0,0,0.205,0.205,0,0.205,0,0,0,0,0,0,0,0,0,0,0.205,0,0,0,0,0,0,0,0,0,0,0,0
999,AlCo0.8Cr0.8Fe0.8Ni0.8,BCC,487,0,0,0.238,0,0,0,0.19,0.19,0,0.19,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0
1000,AlCo0.667Cr0.667Fe0.667Ni0.667,BCC,484,0,0,0.273,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0
1001,AlCo0.5Cr0.5Fe0.5Ni0.5,BCC,509,0,0,0.333,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
1002,AlCoCrFeNi,BCC,484,0,0,0.2,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1003,CoCrFeNi,FCC,116,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
1004,Al0.5CoCrFeMo0.5Ni,FCC+Sec.,425,1,0,0.1,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1005,AlCo0.667Cr0.667Fe0.667Mo0.333Ni0.667,B2+Sec.,655,1,0,0.25,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0.083,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
1006,AlCo0.5Cr0.5Fe0.5Mo0.25Ni0.5,BCC+B2,605,1,0,0.308,0,0,0,0.154,0.154,0,0.154,0,0,0,0,0,0,0.077,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0
1007,AlCoCrFeMo0.5Ni,B2+Sec.,715,1,0,0.182,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0,0.091,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0
1008,CoCrFeMo0.5Ni,FCC+Sec.,210,1,0,0,0,0,0,0.222,0.222,0,0.222,0,0,0,0,0,0,0.111,0,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0
1009,Al0.5CoCrFeNiTi,BCC+Laves,,1,0,0.091,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0.182,0,0,0,0,0
1010,AlCo0.667Cr0.667Fe0.667Ni0.667Ti0.667,BCC+BCC,,0,0,0.231,0,0,0,0.154,0.154,0,0.154,0,0,0,0,0,0,0,0,0,0,0.154,0,0,0,0,0,0,0.154,0,0,0,0,0
1011,AlCo0.5Cr0.5Fe0.5Ni0.5Ti0.5,BCC+BCC,643,0,0,0.286,0,0,0,0.143,0.143,0,0.143,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0.143,0,0,0,0,0
1012,AlCoCrFeNiTi,BCC+Laves,,1,0,0.167,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.167,0,0,0,0,0
1013,CoCrFeNiTi,FCC,,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0
1014,Al0.133CoCr0.667Fe0.667NiTi0.667,FCC+Sec.,717,1,0,0.032,0,0,0,0.242,0.161,0,0.161,0,0,0,0,0,0,0,0,0,0,0.242,0,0,0,0,0,0,0.161,0,0,0,0,0
1015,Al0.133CoCr0.667Fe0.667NiTi0.333,FCC,487,0,0,0.035,0,0,0,0.263,0.176,0,0.176,0,0,0,0,0,0,0,0,0,0,0.263,0,0,0,0,0,0,0.088,0,0,0,0,0
1016,CoCr0.667Fe0.667NiTi0.667,FCC+Sec.,654,1,0,0,0,0,0,0.25,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.167,0,0,0,0,0
1017,CoCr0.667Fe0.667NiTi0.333,FCC,509,0,0,0,0,0,0,0.273,0.182,0,0.182,0,0,0,0,0,0,0,0,0,0,0.273,0,0,0,0,0,0,0.091,0,0,0,0,0
1018,Al0.7Co0.3CrFeNi,FCC+BCC+B2,624,1,0,0.175,0,0,0,0.075,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
1019,Al0.875CoCrFeNi,FCC+BCC,,0,0,0.179,0,0,0,0.205,0.205,0,0.205,0,0,0,0,0,0,0,0,0,0,0.205,0,0,0,0,0,0,0,0,0,0,0,0
1020,AlCo0.667Cr0.667Fe0.667Ni0.667,BCC,402,0,0,0.273,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0
1021,AlCo0.4Cr0.4Fe0.4Ni0.4,BCC,487,0,0,0.385,0,0,0,0.154,0.154,0,0.154,0,0,0,0,0,0,0,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0
1022,AlCo0.5Cr0.5Fe0.5Ni0.5,BCC,432,0,0,0.333,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
1023,AlCo0.333Cr0.333Fe0.333Ni0.333,BCC,506,0,0,0.429,0,0,0,0.143,0.143,0,0.143,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0,0,0,0,0,0
1024,AlCoCrFeNi,BCC,395,0,0,0.2,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1025,AlCrCuFeNi,FCC+BCC,342,0,0,0.2,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1026,CoCrCuFeNi,FCC,286,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1027,CrCuFeMnNi,FCC+BCC,296,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1028,CrCuFeMoNi,FCC,263,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1029,AlC0.1CoCrFeNi,BCC+Sec.,,1,0,0.196,0,0.02,0,0.196,0.196,0,0.196,0,0,0,0,0,0,0,0,0,0,0.196,0,0,0,0,0,0,0,0,0,0,0,0
1030,AlC0.2CoCrFeNi,BCC+Sec.,,1,0,0.192,0,0.038,0,0.192,0.192,0,0.192,0,0,0,0,0,0,0,0,0,0,0.192,0,0,0,0,0,0,0,0,0,0,0,0
1031,AlC0.3CoCrFeNi,BCC+Sec.,,1,0,0.189,0,0.057,0,0.189,0.189,0,0.189,0,0,0,0,0,0,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0
1032,AlC0.4CoCrFeNi,BCC+Sec.,,1,0,0.185,0,0.074,0,0.185,0.185,0,0.185,0,0,0,0,0,0,0,0,0,0,0.185,0,0,0,0,0,0,0,0,0,0,0,0
1033,AlC0.5CoCrFeNi,BCC+Sec.,,1,0,0.182,0,0.091,0,0.182,0.182,0,0.182,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0
1034,Al0.667CCo0.667Cr0.667Fe0.667Ni0.667,BCC+Sec.,,1,0,0.154,0,0.231,0,0.154,0.154,0,0.154,0,0,0,0,0,0,0,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0
1035,AlCCoCrFeNi,BCC+Sec.,,1,0,0.167,0,0.167,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
1036,AlCoCrFeMo0.1Ni,BCC,,0,0,0.196,0,0,0,0.196,0.196,0,0.196,0,0,0,0,0,0,0.02,0,0,0,0.196,0,0,0,0,0,0,0,0,0,0,0,0
1037,AlCoCrFeMo0.2Ni,BCC+Sec.,,1,0,0.192,0,0,0,0.192,0.192,0,0.192,0,0,0,0,0,0,0.038,0,0,0,0.192,0,0,0,0,0,0,0,0,0,0,0,0
1038,AlCoCrFeMo0.3Ni,BCC+Sec.,,1,0,0.189,0,0,0,0.189,0.189,0,0.189,0,0,0,0,0,0,0.057,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0
1039,AlCoCrFeMo0.4Ni,BCC+Sec.,,1,0,0.185,0,0,0,0.185,0.185,0,0.185,0,0,0,0,0,0,0.074,0,0,0,0.185,0,0,0,0,0,0,0,0,0,0,0,0
1040,AlCoCrFeNb0.1Ni,BCC,569,0,0,0.196,0,0,0,0.196,0.196,0,0.196,0,0,0,0,0,0,0,0,0.02,0,0.196,0,0,0,0,0,0,0,0,0,0,0,0
1041,AlCoCrFeNb0.25Ni,BCC+Sec.,668,1,0,0.19,0,0,0,0.19,0.19,0,0.19,0,0,0,0,0,0,0,0,0.048,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0
1042,AlCoCrFeNb0.5Ni,BCC+Sec.,747,1,0,0.182,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0,0,0,0.091,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0
1043,AlCoCrFeNb0.75Ni,BCC+Sec.,,1,0,0.174,0,0,0,0.174,0.174,0,0.174,0,0,0,0,0,0,0,0,0.13,0,0.174,0,0,0,0,0,0,0,0,0,0,0,0
1044,Al0.8CoCrCuFeNi,FCC+BCC,270,0,0,0.138,0,0,0,0.172,0.172,0.172,0.172,0,0,0,0,0,0,0,0,0,0,0.172,0,0,0,0,0,0,0,0,0,0,0,0
1045,AlCo0.5CrFeMo0.5Ni,BCC+Sec.,801,1,0,0.2,0,0,0,0.1,0.2,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1046,Al0.667CoCr0.667Fe0.667Mo0.333Ni0.667,BCC+Sec.,741,1,0,0.167,0,0,0,0.25,0.167,0,0.167,0,0,0,0,0,0,0.083,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
1047,Al0.5CoCr0.5Fe0.5Mo0.25Ni0.5,FCC+BCC+Sec.,586,1,0,0.154,0,0,0,0.308,0.154,0,0.154,0,0,0,0,0,0,0.077,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0
1048,AlCoCrFe0.6Mo0.5Ni,BCC+Sec.,754,1,0,0.196,0,0,0,0.196,0.196,0,0.118,0,0,0,0,0,0,0.098,0,0,0,0.196,0,0,0,0,0,0,0,0,0,0,0,0
1049,Al0.667Co0.667Cr0.667FeMo0.333Ni0.667,BCC+Sec.,635,1,0,0.167,0,0,0,0.167,0.167,0,0.25,0,0,0,0,0,0,0.083,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
1050,Al0.5Co0.5Cr0.5FeMo0.25Ni0.5,BCC+Sec.,639,1,0,0.154,0,0,0,0.154,0.154,0,0.308,0,0,0,0,0,0,0.077,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0
1051,AlCoCrFeMo0.5,B2+Sec.,857,1,0,0.222,0,0,0,0.222,0.222,0,0.222,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,AlCoCrFeMo0.5Ni0.5,B2+Sec.,708,1,0,0.2,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1053,Al0.667Co0.667Cr0.667Fe0.667Mo0.333Ni,FCC+B2+Sec.,586,1,0,0.167,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0.083,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
1054,Al0.5Co0.5Cr0.5Fe0.5Mo0.25Ni,FCC+B2+Sec.,395,1,0,0.154,0,0,0,0.154,0.154,0,0.154,0,0,0,0,0,0,0.077,0,0,0,0.308,0,0,0,0,0,0,0,0,0,0,0,0
1055,AlCoCrFeNiSi,BCC+Sec.,,1,0,0.167,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0.167,0,0,0,0,0,0,0,0
1056,AlCoCrFeNiSi0.2,BCC,,0,0,0.192,0,0,0,0.192,0.192,0,0.192,0,0,0,0,0,0,0,0,0,0,0.192,0,0,0,0.038,0,0,0,0,0,0,0,0
1057,AlCoCrFeNiSi0.4,BCC,,0,0,0.185,0,0,0,0.185,0.185,0,0.185,0,0,0,0,0,0,0,0,0,0,0.185,0,0,0,0.074,0,0,0,0,0,0,0,0
1058,AlCoCrFeNiSi0.6,BCC,,0,0,0.179,0,0,0,0.179,0.179,0,0.179,0,0,0,0,0,0,0,0,0,0,0.179,0,0,0,0.107,0,0,0,0,0,0,0,0
1059,AlCoCrFeNiSi0.8,BCC+Sec.,,1,0,0.172,0,0,0,0.172,0.172,0,0.172,0,0,0,0,0,0,0,0,0,0,0.172,0,0,0,0.138,0,0,0,0,0,0,0,0
1060,Al0.25CoCrCu0.5FeNiTi0.5,FCC,,0,0,0.048,0,0,0,0.19,0.19,0.095,0.19,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0.095,0,0,0,0,0
1061,Al0.25CoCrCu0.75FeNiTi0.5,FCC,,0,0,0.045,0,0,0,0.182,0.182,0.136,0.182,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0.091,0,0,0,0,0
1062,Al0.5CoCrCu0.5FeNiTi0.5,FCC+BCC,,0,0,0.091,0,0,0,0.182,0.182,0.091,0.182,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0.091,0,0,0,0,0
1063,Al0.75CoCrCu0.25FeNiTi0.5,FCC+BCC,,0,0,0.136,0,0,0,0.182,0.182,0.045,0.182,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0.091,0,0,0,0,0
1064,CoCrCuFeNiTi0.5,FCC,,0,0,0,0,0,0,0.182,0.182,0.182,0.182,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0.091,0,0,0,0,0
1065,AlCoCrFeNiTi0.5,BCC+BCC,178,0,0,0.182,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0.091,0,0,0,0,0
1066,Al0.667Co0.667Cr0.667Fe0.667Ni0.667Ti,BCC+Sec.,,1,0,0.154,0,0,0,0.154,0.154,0,0.154,0,0,0,0,0,0,0,0,0,0,0.154,0,0,0,0,0,0,0.231,0,0,0,0,0
1067,AlCoCrFeNiTiVZr,,780,0,0,0.125,0,0,0,0.125,0.125,0,0.125,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0.125,0.125,0,0,0,0.125
1068,AlCoFeNiTiVZr,BCC,790,0,0,0.143,0,0,0,0.143,0,0,0.143,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0.143,0.143,0,0,0,0.143
1069,AlFeNiTiVZr,BCC,800,0,0,0.167,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.167,0.167,0,0,0,0.167
1070,CoCrCuFeNiTiVZr,,680,0,0,0,0,0,0,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0.125,0.125,0,0,0,0.125
1071,CoCrFeMoNiTiVZr,,850,0,0,0,0,0,0,0.125,0.125,0,0.125,0,0,0,0,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0.125,0.125,0,0,0,0.125
1072,CoCuFeNiTiVZr,,630,0,0,0,0,0,0,0.143,0,0.143,0.143,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0.143,0.143,0,0,0,0.143
1073,CoFeMoNiTiVZr,,790,0,0,0,0,0,0,0.143,0,0,0.143,0,0,0,0,0,0,0.143,0,0,0,0.143,0,0,0,0,0,0,0.143,0.143,0,0,0,0.143
1074,CuFeNiTiVZr,,590,0,0,0,0,0,0,0,0,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.167,0.167,0,0,0,0.167
1075,FeMoNiTiVZr,BCC+Sec.,740,1,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.167,0,0,0,0.167,0,0,0,0,0,0,0.167,0.167,0,0,0,0.167
1076,Al0.1CoCrFeMnNi,FCC,180,0,0,0.02,0,0,0,0.196,0.196,0,0.196,0,0,0,0,0,0.196,0,0,0,0,0.196,0,0,0,0,0,0,0,0,0,0,0,0
1077,Al0.2CoCrFeMnNi,FCC,171,0,0,0.038,0,0,0,0.192,0.192,0,0.192,0,0,0,0,0,0.192,0,0,0,0,0.192,0,0,0,0,0,0,0,0,0,0,0,0
1078,Al0.38CoCrFeMnNi,FCC,182,0,0,0.071,0,0,0,0.186,0.186,0,0.186,0,0,0,0,0,0.186,0,0,0,0,0.186,0,0,0,0,0,0,0,0,0,0,0,0
1079,Al0.43CoCrFeMnNi,FCC+BCC,183,0,0,0.079,0,0,0,0.184,0.184,0,0.184,0,0,0,0,0,0.184,0,0,0,0,0.184,0,0,0,0,0,0,0,0,0,0,0,0
1080,Al0.49CoCrFeMnNi,FCC+BCC,220,0,0,0.089,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0.182,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0
1081,Al0.56CoCrFeMnNi,FCC+BCC,278,0,0,0.101,0,0,0,0.18,0.18,0,0.18,0,0,0,0,0,0.18,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0
1082,Al0.62CoCrFeMnNi,FCC+BCC,405,0,0,0.11,0,0,0,0.178,0.178,0,0.178,0,0,0,0,0,0.178,0,0,0,0,0.178,0,0,0,0,0,0,0,0,0,0,0,0
1083,Al0.68CoCrFeMnNi,FCC+BCC,486,0,0,0.12,0,0,0,0.176,0.176,0,0.176,0,0,0,0,0,0.176,0,0,0,0,0.176,0,0,0,0,0,0,0,0,0,0,0,0
1084,Al0.75CoCrFeMnNi,FCC+BCC,530,0,0,0.13,0,0,0,0.174,0.174,0,0.174,0,0,0,0,0,0.174,0,0,0,0,0.174,0,0,0,0,0,0,0,0,0,0,0,0
1085,Al0.81CoCrFeMnNi,FCC+BCC,539,0,0,0.139,0,0,0,0.172,0.172,0,0.172,0,0,0,0,0,0.172,0,0,0,0,0.172,0,0,0,0,0,0,0,0,0,0,0,0
1086,Al0.88CoCrFeMnNi,FCC+BCC,533,0,0,0.15,0,0,0,0.17,0.17,0,0.17,0,0,0,0,0,0.17,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0
1087,Al0.95CoCrFeMnNi,FCC+BCC,535,0,0,0.16,0,0,0,0.168,0.168,0,0.168,0,0,0,0,0,0.168,0,0,0,0,0.168,0,0,0,0,0,0,0,0,0,0,0,0
1088,AlCo0.8Cr0.8Fe0.8Mn0.8Ni0.8,BCC,539,0,0,0.2,0,0,0,0.16,0.16,0,0.16,0,0,0,0,0,0.16,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0
1089,CoCrFeMnNi,FCC,176,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1090,CoCrFeMnNi,FCC,135,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1091,CoCrFeMnNiV0.25,FCC,151,0,0,0,0,0,0,0.19,0.19,0,0.19,0,0,0,0,0,0.19,0,0,0,0,0.19,0,0,0,0,0,0,0,0.048,0,0,0,0
1092,CoCrFeMnNiV0.25,FCC+Sec.,144,1,0,0,0,0,0,0.19,0.19,0,0.19,0,0,0,0,0,0.19,0,0,0,0,0.19,0,0,0,0,0,0,0,0.048,0,0,0,0
1093,CoCrFeMnNiV0.5,FCC,186,0,0,0,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0.182,0,0,0,0,0.182,0,0,0,0,0,0,0,0.091,0,0,0,0
1094,CoCrFeMnNiV0.5,FCC,275,0,0,0,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0.182,0,0,0,0,0.182,0,0,0,0,0,0,0,0.091,0,0,0,0
1095,CoCrFeMnNiV0.75,FCC+Sec.,380,1,0,0,0,0,0,0.174,0.174,0,0.174,0,0,0,0,0,0.174,0,0,0,0,0.174,0,0,0,0,0,0,0,0.13,0,0,0,0
1096,CoCrFeMnNiV0.75,FCC+Sec.,342,1,0,0,0,0,0,0.174,0.174,0,0.174,0,0,0,0,0,0.174,0,0,0,0,0.174,0,0,0,0,0,0,0,0.13,0,0,0,0
1097,CoCrFeMnNiV,FCC+Sec.,636,1,0,0,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0.167,0,0,0,0,0.167,0,0,0,0,0,0,0,0.167,0,0,0,0
1098,CoCrFeMnNiV,FCC+Sec.,650,1,0,0,0,0,0,0.167,0.167,0,0.167,0,0,0,0,0,0.167,0,0,0,0,0.167,0,0,0,0,0,0,0,0.167,0,0,0,0
1099,Al0.2Cr0.667FeMn0.667Ni0.333,FCC+BCC,297,0,0,0.07,0,0,0,0,0.233,0,0.349,0,0,0,0,0,0.233,0,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0
1100,Al0.333Cr0.667FeMn0.667Ni0.333,BCC,396,0,0,0.111,0,0,0,0,0.222,0,0.333,0,0,0,0,0,0.222,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0
1101,AlCrFeNi,BCC+B2,472,1,0,0.25,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
1102,AlCrFeMoNi,B2+Sec.,905,1,0,0.2,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1103,AlCrFeMo0.2Ni,BCC+B2,549,1,0,0.238,0,0,0,0,0.238,0,0.238,0,0,0,0,0,0,0.048,0,0,0,0.238,0,0,0,0,0,0,0,0,0,0,0,0
1104,AlCrFeMo0.5Ni,BCC+B2,622,1,0,0.222,0,0,0,0,0.222,0,0.222,0,0,0,0,0,0,0.111,0,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0
1105,AlCrFeMo0.8Ni,B2+Sec.,854,1,0,0.208,0,0,0,0,0.208,0,0.208,0,0,0,0,0,0,0.167,0,0,0,0.208,0,0,0,0,0,0,0,0,0,0,0,0
1106,Al0.3CoCrCuFe,FCC,180,0,0,0.07,0,0,0,0.233,0.233,0.233,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,Al0.5CoCrCuFe,FCC,207,0,0,0.111,0,0,0,0.222,0.222,0.222,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,Al0.8CoCrCuFe,FCC+BCC,271,0,0,0.167,0,0,0,0.208,0.208,0.208,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,AlCo0.769Cr0.769Cu0.769Fe0.769,FCC+BCC,476,0,0,0.245,0,0,0,0.189,0.189,0.189,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,AlCo0.667Cr0.667Cu0.667Fe0.667,FCC+BCC,510,0,0,0.273,0,0,0,0.182,0.182,0.182,0.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,AlCo0.556Cr0.556Cu0.556Fe0.556,FCC+BCC,557,0,0,0.31,0,0,0,0.172,0.172,0.172,0.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,AlCo0.5Cr0.5Cu0.5Fe0.5,FCC+BCC,567,0,0,0.333,0,0,0,0.167,0.167,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,AlCo0.435Cr0.435Cu0.435Fe0.435,FCC+BCC,603,0,0,0.365,0,0,0,0.159,0.159,0.159,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,AlCo0.4Cr0.4Cu0.4Fe0.4,FCC+BCC,624,0,0,0.385,0,0,0,0.154,0.154,0.154,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,AlCo0.357Cr0.357Cu0.357Fe0.357,BCC,657,0,0,0.412,0,0,0,0.147,0.147,0.147,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,AlCo0.333Cr0.333Cu0.333Fe0.333,BCC,644,0,0,0.429,0,0,0,0.143,0.143,0.143,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,AlCoCrCuFe,FCC+BCC,407,0,0,0.2,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
